STCODE,ENTITY,SITECODE,WATERYEAR,YEAR,MONTH,TYPE,Q_AREA_MO,QCODE_MO,ALK_OUT_MO,ALKCODE_MO,SSED_OUT_MO,SSEDCODE_MO,SI_OUT_MO,SICODE_MO,UTP_OUT_MO,UTPCODE_MO,TDP_OUT_MO,TDPCODE_MO,PO4P_OUT_MO,PO4PCODE_MO,PARTP_OUT_MO,PARTPCODE_MO,UTN_OUT_MO,UTNCODE_MO,TDN_OUT_MO,TDNCODE_MO,DON_OUT_MO,DONCODE_MO,PARTN_OUT_MO,PARTNCODE_MO,UTKN_OUT_MO,UTKNCODE_MO,TKN_OUT_MO,TKNCODE_MO,NH3N_OUT_MO,NH3NCODE_MO,NO3N_OUT_MO,NO3NCODE_MO,NA_OUT_MO,NACODE_MO,K_OUT_MO,KCODE_MO,CA_OUT_MO,CACODE_MO,MG_OUT_MO,MGCODE_MO,SO4S_OUT_MO,SO4SCODE_MO,CL_OUT_MO,CLCODE_MO,DOC_OUT_MO,DOCCODE_MO
CF002,4,"GSLOOK",2012,2012,4,F,39.31,E,53.15,A,36.12,A,26.35,A,0.050,A,0.040,A,0.032,A,0.010,D,0.12,A,0.10,A,0.08,D*,0.01,D,,N,,N,0.014,*,0.005,*,6.57,A,1.29,A,9.63,A,2.96,A,0.32,A,2.21,A,2.86,A
CF002,4,"GSLOOK",2012,2012,5,F,18.25,A,25.14,A,3.97,A,12.47,A,0.022,A,0.017,A,0.013,A,0.005,D,0.05,A,0.03,*,0.02,D*,0.03,D*,,N,,N,0.009,*,0.001,*,3.10,A,0.57,A,4.51,A,1.45,A,0.14,A,0.98,A,1.45,A
CF002,4,"GSLOOK",2012,2012,6,F,10.45,A,16.51,A,1.08,A,8.00,A,0.014,A,0.011,A,0.009,A,0.003,D,0.03,A,0.02,*,0.02,D*,0.02,D*,,N,,N,0.002,*,0.000,*,2.07,A,0.41,A,3.04,A,0.97,A,0.08,A,0.57,A,0.87,A
CF002,4,"GSLOOK",2012,2012,7,F,4.11,A,7.46,A,0.28,A,3.51,A,0.005,A,0.005,A,0.004,A,0.001,D,0.02,A,0.00,*,0.00,D*,0.02,D*,,N,,N,0.002,*,0.000,*,0.94,A,0.20,A,1.36,A,0.43,A,0.03,A,0.25,A,0.41,A
CF002,4,"GSLOOK",2012,2012,8,F,2.05,A,4.09,A,0.10,A,1.87,A,0.003,A,0.003,A,0.003,A,0.000,D,0.01,A,0.00,A,0.00,D*,0.00,D,,N,,N,0.000,*,0.000,*,0.50,A,0.11,A,0.75,A,0.24,A,0.01,A,0.14,A,0.21,A
CF002,4,"GSLOOK",2012,2012,9,F,1.39,A,2.87,A,0.09,A,1.25,A,0.002,A,0.002,A,0.002,A,0.000,D,0.00,A,0.00,A,0.00,D*,0.00,D,,N,,N,0.001,*,0.000,*,0.35,A,0.07,A,0.50,A,0.17,A,0.01,A,0.10,A,0.13,A
CF002,4,"GSLOOK",2013,2012,10,F,6.59,A,12.46,A,1.23,A,5.40,A,0.008,A,0.006,A,0.006,A,0.002,D,0.04,A,0.03,A,0.03,D*,0.01,D,,N,,N,0.000,*,0.002,*,1.53,A,0.32,A,2.35,A,0.76,A,0.05,A,0.48,A,0.87,A
CF002,4,"GSLOOK",2013,2012,11,F,24.66,A,36.41,A,91.32,A,17.38,A,0.058,A,0.024,A,0.015,A,0.035,D,0.17,A,0.15,A,0.15,D*,0.02,D,,N,,N,0.006,*,0.002,*,4.58,A,0.97,A,6.77,A,2.06,A,0.20,A,1.39,A,2.89,A
CF002,4,"GSLOOK",2013,2012,12,F,37.77,A,54.93,A,130.02,A,27.08,A,0.090,A,0.040,A,0.028,A,0.050,D,0.26,A,0.21,A,0.21,D*,0.05,D,,N,,N,0.010,*,0.004,*,6.91,A,1.40,A,10.29,A,3.10,A,0.31,A,2.10,A,3.94,A
CF002,4,"GSLOOK",2013,2013,1,P,18.43,A,28.29,A,10.01,A,14.18,A,0.033,A,0.017,A,0.017,A,0.016,D,0.13,A,0.03,*,0.02,D*,0.10,D*,,N,,N,0.006,*,0.000,*,3.52,A,0.63,A,5.06,A,1.57,A,0.18,A,1.10,A,1.41,A
CF002,4,"GSLOOK",2013,2013,2,F,12.72,A,19.25,A,1.54,A,9.68,A,0.015,A,0.015,A,0.013,A,0.001,D,0.04,A,0.02,*,0.01,D*,0.02,D*,,N,,N,0.008,*,0.000,*,2.42,A,0.43,A,3.47,A,1.09,A,0.11,A,0.74,A,0.89,A
CF002,4,"GSLOOK",2013,2013,3,F,18.66,A,27.67,A,1.74,A,13.58,A,0.021,A,0.018,A,0.016,A,0.003,D,0.06,A,0.04,A,0.04,D*,0.02,D,,N,,N,0.009,*,0.000,*,3.51,A,0.64,A,5.01,A,1.56,A,0.15,A,1.08,A,1.44,A
CF002,4,"GSLOOK",2013,2013,4,F,20.14,A,28.35,A,4.36,A,13.85,A,0.021,A,0.018,A,0.012,A,0.004,D,0.09,A,0.07,A,0.05,D*,0.03,D,,N,,N,0.014,*,0.000,*,3.49,A,0.70,A,5.19,A,1.62,A,0.15,A,1.11,A,1.61,A
CF002,4,"GSLOOK",2013,2013,5,F,9.95,A,15.72,A,1.06,A,7.41,A,0.013,A,0.011,A,0.008,A,0.002,D,0.06,A,0.05,A,0.04,D*,0.01,D,,N,,N,0.011,*,0.001,*,1.88,A,0.40,A,2.82,A,0.88,A,0.07,A,0.53,A,0.77,A
CF002,4,"GSLOOK",2013,2013,6,F,5.66,A,9.91,A,0.70,A,4.55,A,0.008,A,0.007,A,0.005,A,0.001,D,0.03,A,0.02,A,0.02,D*,0.01,D,,N,,N,0.003,*,0.000,*,1.17,A,0.25,A,1.77,A,0.55,A,0.04,A,0.32,A,0.46,A
CF002,4,"GSLOOK",2013,2013,7,F,2.40,A,4.69,A,0.38,A,2.14,A,0.004,A,0.003,A,0.002,A,0.001,D,0.01,A,0.01,A,0.01,D*,0.00,D,,N,,N,0.000,*,0.000,*,0.56,A,0.13,A,0.85,A,0.26,A,0.02,A,0.15,A,0.22,A
CF002,4,"GSLOOK",2013,2013,8,F,1.53,A,3.16,A,0.31,A,1.40,A,0.003,A,0.002,A,0.001,A,0.001,D,0.01,A,0.01,A,0.01,D*,0.00,D,,N,,N,0.001,*,0.000,*,0.39,A,0.09,A,0.57,A,0.18,A,0.01,A,0.11,A,0.13,A
CF002,4,"GSLOOK",2013,2013,9,F,4.92,A,9.79,A,1.37,A,4.27,A,0.008,A,0.006,A,0.005,A,0.002,D,0.03,A,0.02,A,0.02,D*,0.01,D,,N,,N,0.001,*,0.000,*,1.24,A,0.27,A,1.76,A,0.56,A,0.03,A,0.36,A,0.61,A
CF002,4,"GSLOOK",2014,2013,10,F,6.70,A,11.77,A,1.11,A,5.35,A,0.009,A,0.008,A,0.006,A,0.001,D,0.02,A,0.02,A,0.02,D*,0.00,D,,N,,N,0.004,*,0.000,*,1.46,A,0.29,A,2.16,A,0.68,A,0.05,A,0.45,A,0.61,A
CF002,4,"GSLOOK",2014,2013,11,P,11.22,A,19.05,A,1.35,A,8.58,A,0.017,A,0.014,A,0.011,A,0.002,D,0.08,A,0.05,A,0.04,D*,0.03,D,,N,,N,0.010,*,0.004,*,2.44,A,0.46,A,3.55,A,1.09,A,0.09,A,0.81,A,1.06,A
CF002,4,"GSLOOK",2014,2013,12,P,9.95,A,16.54,A,3.06,A,7.64,A,0.020,A,0.012,A,0.009,A,0.008,D,0.11,A,0.04,A,0.03,D*,0.06,D,,N,,N,0.010,*,0.003,*,2.13,A,0.38,A,3.03,A,0.94,A,0.09,A,0.68,A,0.85,A
CF002,4,"GSLOOK",2014,2014,1,F,14.76,E,23.34,A,3.80,A,11.24,A,0.027,A,0.017,A,0.013,A,0.010,D,0.15,A,0.08,A,0.04,D*,0.07,D,,N,,N,0.013,*,0.019,A,3.01,A,0.54,A,4.29,A,1.34,A,0.12,A,0.98,A,1.24,A
CF002,4,"GSLOOK",2014,2014,2,F,47.15,A,62.54,A,240.68,A,31.00,A,0.197,A,0.057,A,0.043,A,0.140,D,0.49,A,0.23,A,0.14,D*,0.26,D,,N,,N,0.051,*,0.047,A,8.03,A,1.61,A,11.70,A,3.45,A,0.38,A,3.22,A,4.94,A
CF002,4,"GSLOOK",2014,2014,3,F,39.47,A,55.11,A,21.95,A,27.55,A,0.064,A,0.052,A,0.038,A,0.012,D,0.14,A,0.11,A,0.07,D*,0.03,D,,N,,N,0.029,*,0.017,*,7.12,A,1.36,A,10.46,A,3.24,A,0.32,A,2.37,A,3.09,A
CF002,4,"GSLOOK",2014,2014,4,F,20.88,A,31.72,A,3.07,A,15.30,A,0.031,A,0.026,A,0.020,A,0.005,D,0.07,A,0.06,A,0.05,D*,0.01,D,,N,,N,0.008,*,0.000,*,3.96,A,0.77,A,5.87,A,1.83,A,0.17,A,1.22,A,1.53,A
CF002,4,"GSLOOK",2014,2014,5,F,16.10,A,24.88,A,2.66,A,12.11,A,0.023,A,0.019,A,0.016,A,0.004,D,0.05,A,0.05,A,0.05,D*,0.00,D,,N,,N,0.005,*,0.000,*,3.14,A,0.63,A,4.57,A,1.42,A,0.13,A,0.93,A,1.33,A
CF002,4,"GSLOOK",2014,2014,6,F,4.43,A,8.14,A,0.32,A,3.73,A,0.006,A,0.005,A,0.005,A,0.001,D,0.01,A,0.01,A,0.01,D*,0.00,D,,N,,N,0.002,*,0.000,*,1.01,A,0.21,A,1.51,A,0.47,A,0.04,A,0.28,A,0.39,A
CF002,4,"GSLOOK",2014,2014,7,F,2.59,A,5.19,A,0.17,A,2.34,A,0.004,A,0.004,A,0.003,A,0.001,D,0.01,A,0.01,A,0.01,D*,0.00,D,,N,,N,0.001,*,0.000,*,0.65,A,0.14,A,0.99,A,0.31,A,0.02,A,0.18,A,0.20,A
CF002,4,"GSLOOK",2014,2014,8,F,1.49,A,3.13,A,0.11,A,1.35,A,0.002,A,0.002,A,0.002,A,0.000,D,0.00,A,0.01,A,0.01,D*,0.00,D,,N,,N,0.000,*,0.000,*,0.40,A,0.09,A,0.59,A,0.18,A,0.01,A,0.11,A,0.12,A
CF002,4,"GSLOOK",2014,2014,9,F,1.17,A,2.48,A,0.08,A,1.04,A,0.002,A,0.001,A,0.001,A,0.000,D,0.00,A,0.00,A,0.00,D*,0.00,D,,N,,N,0.001,*,0.000,*,0.30,A,0.06,A,0.47,A,0.15,A,0.01,A,0.09,A,0.10,A
CF002,4,"GSLOOK",2015,2014,10,F,3.83,A,7.49,A,0.39,A,3.19,A,0.006,A,0.005,A,0.005,A,0.001,D,0.03,A,0.03,A,0.02,D*,0.00,D,,N,,N,0.004,*,0.008,*,0.92,A,0.19,A,1.45,A,0.46,A,0.03,A,0.31,A,0.53,A
CF002,4,"GSLOOK",2015,2014,11,F,24.56,A,38.50,A,14.63,A,17.88,A,0.043,A,0.035,A,0.029,A,0.008,D,0.18,A,0.20,A,0.12,D*,0.00,D,,N,,N,0.022,*,0.053,A,4.72,A,0.94,A,7.36,A,2.29,A,0.20,A,1.60,A,2.74,A
CF002,4,"GSLOOK",2015,2014,12,P,33.03,A,47.14,A,213.39,A,23.06,A,0.143,A,0.047,A,0.043,A,0.095,D,0.33,A,0.21,A,0.14,D*,0.14,D,,N,,N,0.021,*,0.048,A,6.18,A,1.20,A,9.02,A,2.71,A,0.26,A,1.92,A,3.60,A
CF002,4,"GSLOOK",2015,2015,1,P,14.64,A,21.34,A,20.03,A,10.75,A,0.030,A,0.019,A,0.019,A,0.011,D,0.12,A,0.09,A,0.06,D*,0.03,D,,N,,N,0.008,*,0.022,A,2.79,A,0.53,A,4.15,A,1.27,A,0.13,A,0.86,A,1.19,A
CF002,4,"GSLOOK",2015,2015,2,F,12.15,A,19.45,A,2.05,A,9.42,A,0.019,A,0.016,A,0.015,A,0.004,D,0.06,A,0.07,A,0.05,D*,0.00,D,,N,,N,0.009,*,0.004,*,2.47,A,0.46,A,3.72,A,1.14,A,0.10,A,0.72,A,1.08,A
CF002,4,"GSLOOK",2015,2015,3,F,7.57,A,12.48,A,1.67,A,5.92,A,0.011,A,0.009,A,0.010,A,0.002,D,0.04,A,0.02,A,0.01,D*,0.01,D,,N,,N,0.011,*,0.002,*,1.62,A,0.31,A,2.39,A,0.74,A,0.06,A,0.45,A,0.61,A
CF002,4,"GSLOOK",2015,2015,4,F,7.97,A,12.87,A,0.81,A,6.01,A,0.011,A,0.009,A,0.009,A,0.002,D,0.02,A,0.02,A,0.02,D*,0.00,D,,N,,N,0.004,*,0.001,*,1.67,A,0.32,A,2.40,A,0.75,A,0.06,A,0.46,A,0.57,A
CF002,4,"GSLOOK",2015,2015,5,F,4.06,A,7.21,A,0.56,A,3.29,A,0.006,A,0.005,A,0.005,A,0.001,D,0.02,A,0.01,A,0.01,D*,0.00,D,,N,,N,0.002,*,0.000,*,0.91,A,0.19,A,1.38,A,0.42,A,0.03,A,0.24,A,0.31,A
CF002,4,"GSLOOK",2015,2015,6,F,2.17,A,4.33,A,0.38,A,1.92,A,0.003,A,0.003,A,0.003,A,0.000,D,0.01,A,0.01,A,0.01,D*,0.00,D,,N,,N,0.001,*,0.000,*,0.54,A,0.12,A,0.81,A,0.25,A,0.02,A,0.14,A,0.19,A
CF002,4,"GSLOOK",2015,2015,7,F,1.28,A,2.78,A,0.21,A,1.19,A,0.002,A,0.002,A,0.001,A,0.000,D,0.01,A,0.00,A,0.00,D*,0.00,D,,N,,N,0.000,*,0.000,*,0.34,A,0.08,A,0.50,A,0.15,A,0.01,A,0.09,A,0.12,A
CF002,4,"GSLOOK",2015,2015,8,F,0.88,A,1.92,A,0.13,A,0.81,A,0.001,A,0.001,A,0.001,A,0.000,D,0.00,A,0.00,A,0.00,D*,0.00,D,,N,,N,0.000,*,0.000,*,0.25,A,0.05,A,0.36,A,0.11,A,0.01,A,0.07,A,0.09,A
CF002,4,"GSLOOK",2015,2015,9,F,1.06,A,2.29,A,0.16,A,0.93,A,0.002,A,0.001,A,0.001,A,0.000,D,0.00,A,0.00,A,0.00,D*,0.00,D,,N,,N,0.000,*,0.000,*,0.30,A,0.06,A,0.44,A,0.13,A,0.01,A,0.09,A,0.12,A
CF002,4,"GSLOOK",2016,2015,10,F,1.11,A,2.33,A,0.32,A,0.95,A,0.002,A,0.002,A,0.001,A,0.000,D,0.01,A,0.01,A,0.00,D*,0.00,D,,N,,N,0.001,*,0.001,*,0.30,A,0.06,A,0.45,A,0.14,A,0.01,A,0.10,A,0.14,A
CF002,4,"GSLOOK",2016,2015,11,F,11.06,A,18.48,A,11.56,A,8.19,A,0.022,A,0.013,A,0.011,A,0.009,D,0.12,A,0.10,A,0.05,D,0.02,D,,N,,N,0.019,A,0.031,A,2.28,A,0.47,A,3.50,A,1.08,A,0.10,A,0.85,A,1.58,A
CF002,4,"GSLOOK",2016,2015,12,P,40.62,A,58.59,A,36.52,A,28.99,A,0.087,A,0.060,A,0.051,A,0.027,D,0.31,A,0.30,A,0.20,D*,0.01,D,,N,,N,0.062,*,0.042,A,7.37,A,1.44,A,10.74,A,3.30,A,0.37,A,2.76,A,4.31,A
CF002,4,"GSLOOK",2016,2016,1,P,26.63,A,40.18,A,3.67,A,19.78,A,0.043,A,0.037,A,0.033,A,0.006,D,0.12,A,0.08,A,0.06,D*,0.03,D,,N,,N,0.021,*,0.008,A,5.15,A,0.92,A,7.16,A,2.23,A,0.25,A,1.83,A,2.12,A
CF002,4,"GSLOOK",2016,2016,2,F,23.48,P,34.10,A,2.18,A,16.58,A,0.031,A,0.027,A,0.027,A,0.004,D,0.22,A,0.16,A,0.14,D*,0.06,D,,N,,N,0.019,*,0.007,*,4.28,A,0.78,A,6.06,A,1.90,A,0.18,A,1.51,A,1.63,A
CF002,4,"GSLOOK",2016,2016,3,F,25.49,P,37.82,A,2.17,A,18.17,A,0.035,A,0.027,A,0.028,A,0.008,D,0.13,A,0.08,A,0.06,D*,0.04,D,,N,,N,0.022,*,0.003,*,4.70,A,0.87,A,6.70,A,2.10,A,0.20,A,1.62,A,1.99,A
CF002,4,"GSLOOK",2016,2016,4,F,13.29,P,20.18,A,1.07,A,9.54,A,0.017,A,0.013,A,0.015,A,0.004,D,0.04,*,0.03,*,0.02,D*,0.01,D*,,N,,N,0.010,*,0.001,*,2.21,A,0.44,A,3.58,A,1.13,A,0.11,A,0.83,A,0.91,A
CF002,4,"GSMACK",1981,1980,10,N,1.93,A,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
CF002,4,"GSMACK",1981,1980,11,P,11.79,A,15.00,A,7.74,E,7.70,Q,,N,0.031,A,0.009,A,,N,,N,0.13,D,0.03,D,,N,,N,0.04,A,0.015,A,0.095,A,1.79,A,0.51,A,2.98,A,1.11,A,,N,,N,,N
CF002,4,"GSMACK",1981,1980,12,F,47.62,A,50.66,A,56.56,A,26.72,Q,,N,0.165,A,0.036,A,,N,,N,0.24,D,0.00,D,,N,,N,0.02,A,0.059,A,0.218,A,6.19,A,1.79,A,9.91,A,3.60,A,,N,,N,,N
CF002,4,"GSMACK",1981,1981,1,F,8.79,A,11.08,A,7.82,A,5.78,Q,,N,0.043,A,0.004,A,,N,,N,0.04,D,0.00,D,,N,,N,0.01,A,0.010,A,0.031,A,1.26,A,0.36,A,2.07,A,0.75,A,,N,,N,,N
CF002,4,"GSMACK",1981,1981,2,F,29.29,A,33.16,A,6.18,A,18.00,Q,,N,0.095,E,0.021,E,,N,,N,,N,0.11,DE,,N,,N,0.24,A,0.153,E,,N,3.66,A,0.97,A,6.10,A,2.13,A,,N,,N,,N
CF002,4,"GSMACK",1981,1981,3,F,11.48,A,14.42,A,2.55,A,7.35,Q,,N,0.026,A,0.005,A,,N,,N,0.05,DE,0.03,DE,,N,,N,0.04,A,0.015,E,0.000,E,1.69,A,0.39,A,2.72,A,1.07,A,,N,,N,,N
CF002,4,"GSMACK",1981,1981,4,F,23.65,A,27.54,A,4.12,A,14.47,Q,,N,0.081,A,0.005,A,,N,,N,0.13,D,0.04,D,,N,,N,0.05,A,0.020,A,0.070,A,3.28,A,0.79,A,5.17,A,2.01,A,,N,,N,,N
CF002,4,"GSMACK",1981,1981,5,F,14.33,A,18.12,A,2.20,A,9.10,EQ,,N,0.044,A,0.010,A,,N,,N,0.20,DE,0.11,DE,,N,,N,0.16,A,0.072,E,0.007,E,2.24,A,0.47,A,3.40,A,1.28,A,,N,,N,,N
CF002,4,"GSMACK",1981,1981,6,F,19.87,A,25.29,A,2.91,A,,N,,N,0.089,A,0.022,A,,N,,N,,N,,N,,N,,N,0.23,A,,N,,N,3.01,A,0.68,A,4.68,A,1.75,A,,N,,N,,N
CF002,4,"GSMACK",1981,1981,7,N,6.11,A,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
CF002,4,"GSMACK",1981,1981,8,N,2.49,E,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
CF002,4,"GSMACK",1981,1981,9,N,2.65,A,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N,,N
CF002,4,"GSMACK",1982,1981,10,P,7.74,A,11.96,E,1.09,E,,N,,N,0.022,E,0.005,E,,N,,N,,N,,N,,N,,N,0.06,E,,N,,N,1.38,E,0.33,E,2.32,E,0.83,E,,N,,N,,N
CF002,4,"GSMACK",1982,1981,11,F,18.46,E,22.96,A,5.62,A,11.37,EQ,,N,0.055,A,0.017,A,,N,,N,,N,,N,,N,,N,0.15,E,0.000,E,0.000,E,2.76,A,0.71,A,4.66,A,1.64,A,,N,,N,,N
CF002,4,"GSMACK",1982,1981,12,F,61.29,A,63.70,A,75.61,A,34.00,Q,,N,0.223,A,0.055,A,,N,,N,0.80,D,0.44,D,,N,,N,0.47,A,0.024,A,0.298,A,7.57,A,1.96,A,13.11,A,4.43,A,,N,,N,,N
CF002,4,"GSMACK",1982,1982,1,F,18.48,A,23.67,A,11.56,A,9.24,Q,,N,0.081,A,0.022,A,,N,,N,0.19,D,0.09,D,,N,,N,0.13,A,0.029,A,0.061,A,2.63,A,0.65,A,4.46,A,1.56,A,,N,,N,,N
CF002,4,"GSMACK",1982,1982,2,F,54.18,A,49.75,A,82.61,A,27.07,Q,,N,0.115,A,0.045,A,,N,,N,0.51,D,0.24,D,,N,,N,0.26,A,0.035,A,0.258,A,6.09,A,1.44,A,8.91,A,3.28,A,,N,,N,,N
CF002,4,"GSMACK",1982,1982,3,F,19.96,E,23.54,E,12.74,A,8.49,Q,,N,0.054,A,0.027,E,,N,,N,0.12,D,0.04,D,,N,,N,0.05,A,0.010,A,0.063,A,2.64,A,0.65,A,3.83,A,1.54,A,,N,,N,,N
CF002,4,"GSMACK",1982,1982,4,P,25.32,E,,N,18.36,A,17.48,Q,,N,0.069,A,,N,,N,,N,0.17,D,0.08,D,,N,,N,0.08,A,0.003,A,0.089,A,3.32,A,0.81,A,4.60,A,1.91,A,,N,,N,,N
CF002,4,"GSMACK",1982,1982,5,P,36.82,E,,N,9.07,A,17.71,EQ,,N,0.107,A,,N,,N,,N,0.39,D,0.15,D,,N,,N,0.15,A,0.006,A,0.248,A,4.27,A,1.09,A,5.95,A,2.49,A,,N,,N,,N
CF002,4,"GSMACK",1982,1982,6,F,13.81,A,,N,11.83,A,9.02,EQ,,N,0.040,A,,N,,N,,N,0.13,D,0.07,D,,N,,N,0.07,A,0.003,A,0.060,A,1.94,A,0.52,A,2.72,A,1.13,A,,N,,N,,N
CF002,4,"GSMACK",1982,1982,7,F,5.70,A,,N,2.68,A,,N,,N,0.025,A,,N,,N,,N,0.07,D,0.03,D,,N,,N,0.04,A,0.005,A,0.030,A,0.99,A,0.27,A,1.41,A,0.57,A,,N,,N,,N
CF002,4,"GSMACK",1982,1982,8,F,2.72,A,,N,4.16,A,1.93,EQ,,N,0.009,A,,N,,N,,N,0.03,D,0.01,D,,N,,N,0.02,A,0.012,A,0.011,A,0.54,A,0.18,A,0.82,A,0.31,A,,N,,N,,N
CF002,4,"GSMACK",1982,1982,9,F,2.52,A,,N,2.57,A,,N,,N,0.009,A,,N,,N,,N,0.03,D,0.00,D,,N,,N,0.01,A,0.011,A,0.016,A,0.50,A,0.19,A,0.82,A,0.30,A,,N,,N,,N
CF002,4,"GSMACK",1983,1982,10,F,11.78,E,,N,3.35,A,11.93,EQ,,N,0.029,A,,N,,N,,N,0.19,D,0.04,D,,N,,N,0.05,A,0.010,A,0.138,A,1.82,A,0.50,A,2.93,A,1.18,A,,N,,N,,N
CF002,4,"GSMACK",1983,1982,11,G,13.85,A,,N,1.76,A,,N,,N,0.042,A,,N,,N,,N,0.16,D,0.05,D,,N,,N,0.05,A,0.000,A,0.112,A,2.01,A,0.51,A,3.19,A,1.28,A,,N,,N,,N
CF002,4,"GSMACK",1983,1982,12,G,41.08,A,,N,37.26,A,,N,,N,0.099,A,,N,,N,,N,0.40,D,0.12,D,,N,,N,0.12,A,0.003,A,0.287,A,5.29,A,33.21,Q,8.11,A,3.13,A,,N,,N,,N
CF002,4,"GSMACK",1983,1983,1,F,34.03,A,,N,3.85,A,,N,,N,0.068,A,,N,,N,,N,0.28,D,0.07,D,,N,,N,0.07,A,0.002,A,0.225,A,4.43,A,1.10,A,6.75,A,2.72,A,,N,,N,,N
CF002,4,"GSMACK",1983,1983,2,P,31.90,A,,N,2.80,A,19.36,E,,N,0.072,A,,N,,N,,N,0.30,D,0.08,D,,N,,N,0.10,A,0.012,A,0.208,A,4.56,A,0.88,A,6.18,A,2.54,A,,N,,N,,N
CF002,4,"GSMACK",1983,1983,3,F,28.09,A,,N,2.57,A,17.20,A,,N,0.047,A,,N,,N,,N,0.22,D,0.04,D,,N,,N,0.07,A,0.022,A,0.150,A,4.54,A,0.61,A,5.96,A,2.39,A,,N,,N,,N
CF002,4,"GSMACK",1983,1983,4,F,20.54,E,,N,1.38,A,13.11,A,,N,0.060,A,,N,,N,,N,0.17,D,0.04,D,,N,,N,0.07,A,0.029,A,0.108,A,2.88,A,0.64,A,4.71,E,1.74,A,,N,,N,,N
CF002,4,"GSMACK",1983,1983,5,F,19.66,A,24.42,A,1.62,A,12.39,A,,N,0.053,A,,N,,N,,N,0.21,D,0.07,D,,N,,N,0.07,A,0.000,A,0.142,A,2.70,A,0.69,A,4.77,E,1.21,A,,N,,N,,N
CF002,4,"GSMACK",1983,1983,6,F,7.42,E,9.54,E,1.13,A,5.39,A,,N,0.022,A,,N,,N,,N,0.06,D,0.02,D,,N,,N,0.02,A,0.001,A,0.037,A,1.15,A,0.31,A,1.95,E,0.61,A,,N,,N,,N
CF002,4,"GSMACK",1983,1983,7,F,9.90,A,,N,1.33,A,7.25,A,,N,0.032,A,,N,,N,,N,0.07,D,0.03,D,,N,,N,0.04,A,0.005,A,0.037,A,1.61,A,0.45,A,2.47,E,0.79,A,,N,,N,,N
CF002,4,"GSMACK",1983,1983,8,P,3.74,A,,N,0.36,A,3.07,A,,N,0.012,A,,N,,N,,N,0.02,D,0.01,D,,N,,N,0.01,A,0.004,A,0.011,A,0.68,A,0.19,A,1.02,E,0.36,A,,N,,N,,N
CF002,4,"GSMACK",1983,1983,9,P,2.36,A,,N,0.26,A,1.97,A,,N,0.008,A,,N,,N,,N,0.03,D,0.01,D,,N,,N,0.01,A,0.003,A,0.013,A,0.48,A,0.12,A,0.67,E,0.24,A,,N,,N,,N
CF002,4,"GSMACK",1984,1983,10,F,2.28,A,,N,0.19,A,1.92,A,,N,0.006,A,,N,,N,,N,0.02,D,0.01,D,,N,,N,0.01,A,0.001,A,0.014,A,0.44,A,0.11,A,0.65,E,0.24,A,,N,,N,,N
CF002,4,"GSMACK",1984,1983,11,F,21.52,A,,N,4.73,A,14.23,A,,N,0.037,A,,N,,N,,N,0.52,D,0.09,D,,N,,N,0.09,A,0.007,A,0.427,A,3.08,A,0.74,A,6.98,E,1.97,A,,N,,N,,N
CF002,4,"GSMACK",1984,1983,12,F,40.87,A,,N,153.03,A,21.03,A,,N,0.074,A,,N,,N,,N,0.62,D,0.12,D,,N,,N,0.14,A,0.019,A,0.465,A,5.36,A,1.20,A,10.81,E,3.00,A,,N,,N,,N
CF002,4,"GSMACK",1984,1984,1,G,33.69,A,,N,64.51,A,16.58,A,,N,0.051,A,,N,,N,,N,1.48,D,0.18,D,,N,,N,0.19,A,0.009,A,1.299,A,3.84,A,0.95,A,8.63,E,2.01,A,,N,,N,,N
CF002,4,"GSMACK",1984,1984,2,F,27.10,A,,N,41.35,A,16.76,A,,N,0.050,A,,N,,N,,N,0.33,D,0.07,D,,N,,N,0.07,A,0.005,A,0.247,A,3.55,A,0.79,A,6.31,E,1.68,A,,N,,N,,N
CF002,4,"GSMACK",1984,1984,3,F,36.19,A,,N,12.21,A,23.05,A,,N,0.070,A,,N,,N,,N,0.38,DE,0.09,D,,N,,N,0.09,A,0.002,A,0.274,E,4.79,A,1.08,A,8.83,E,2.40,A,,N,,N,,N
CF002,4,"GSMACK",1984,1984,4,F,24.19,A,,N,2.15,A,16.19,A,,N,0.049,A,,N,,N,,N,0.14,DE,0.05,D,,N,,N,0.05,A,0.004,A,0.089,E,3.42,A,0.53,A,5.90,E,1.69,A,,N,,N,,N
CF002,4,"GSMACK",1984,1984,5,F,34.51,A,,N,2.65,A,21.71,A,,N,0.045,A,,N,,N,,N,0.31,D,0.09,D,,N,,N,0.10,A,0.002,A,0.215,A,4.43,A,1.02,A,8.51,E,2.32,A,,N,,N,,N
